Asset,TrainingLabel,TrainingStart,TrainingEnd,StrikePct,Expiration,CurrentPrice
yearn-finance,bear,12/02/2021,01/01/2022,0.75,7,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.75,7,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.65,7,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.65,7,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.65,7,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.35,14,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.35,14,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.35,14,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.25,14,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.25,14,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.25,14,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.2,14,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.2,14,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.2,14,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.1,14,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.1,14,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.1,14,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.0,14,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.0,14,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.0,14,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.9,14,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.9,14,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.9,14,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.8,14,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.8,14,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.8,14,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.75,14,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.75,14,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.75,14,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.65,14,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.65,14,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.65,14,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.35,21,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.35,21,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.35,21,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.25,21,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.25,21,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.25,21,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.2,21,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.2,21,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.2,21,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.1,21,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.1,21,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.1,21,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.0,21,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.0,21,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.0,21,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.9,21,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.9,21,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.9,21,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.8,21,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.8,21,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.8,21,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.75,21,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.75,21,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.75,21,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.65,21,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.65,21,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.65,21,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.35,28,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.35,28,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.35,28,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.25,28,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.25,28,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.25,28,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.2,28,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.2,28,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.2,28,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.1,28,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.1,28,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.1,28,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.0,28,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.0,28,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.0,28,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.9,28,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.9,28,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.9,28,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.8,28,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.8,28,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.8,28,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.75,28,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.75,28,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.75,28,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.65,28,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.65,28,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.65,28,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.35,35,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.35,35,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.35,35,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.25,35,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.25,35,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.25,35,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.2,35,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.2,35,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.2,35,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.1,35,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.1,35,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.1,35,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.0,35,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.0,35,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.0,35,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.9,35,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.9,35,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.9,35,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.8,35,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.8,35,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.8,35,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.75,35,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.75,35,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.75,35,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.65,35,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.65,35,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.65,35,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.35,42,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.35,42,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.35,42,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.25,42,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.25,42,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.25,42,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.2,42,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.2,42,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.2,42,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.1,42,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.1,42,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.1,42,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.0,42,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.0,42,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.0,42,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.9,42,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.9,42,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.9,42,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.8,42,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.8,42,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.8,42,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.75,42,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.75,42,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.75,42,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.65,42,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.65,42,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.65,42,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.35,49,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.35,49,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.35,49,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.25,49,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.25,49,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.25,49,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.2,49,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.2,49,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.2,49,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.1,49,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.1,49,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.1,49,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.0,49,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.0,49,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.0,49,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.9,49,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.9,49,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.9,49,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.8,49,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.8,49,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.8,49,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.75,49,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.75,49,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.75,49,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.65,49,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.65,49,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.65,49,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.35,56,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.35,56,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.35,56,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.25,56,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.25,56,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.25,56,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.2,56,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.2,56,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.2,56,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.1,56,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.1,56,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.1,56,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.0,56,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.0,56,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.0,56,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.9,56,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.9,56,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.9,56,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.8,56,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.8,56,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.8,56,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.75,56,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.75,56,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.75,56,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.65,56,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.65,56,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.65,56,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.35,60,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.35,60,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.35,60,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.25,60,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.25,60,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.25,60,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.2,60,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.2,60,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.2,60,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.1,60,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.1,60,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.1,60,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,1.0,60,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,1.0,60,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,1.0,60,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.9,60,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.9,60,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.9,60,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.8,60,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.8,60,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.8,60,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.75,60,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.75,60,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.75,60,39095.17313
yearn-finance,bull,20/07/2020,04/09/2021,0.65,60,39095.17313
yearn-finance,bear,12/02/2021,01/01/2022,0.65,60,39095.17313
yearn-finance,full,18/07/2020,03/01/2022,0.65,60,39095.17313
ripple,bull,06/10/2020,01/01/2022,1.35,1,0.859858305
ripple,bear,03/01/2018,15/03/2020,1.35,1,0.859858305
ripple,full,04/08/2013,03/01/2022,1.35,1,0.859858305
ripple,bull,06/10/2020,01/01/2022,1.25,1,0.859858305
ripple,bear,03/01/2018,15/03/2020,1.25,1,0.859858305
ripple,full,04/08/2013,03/01/2022,1.25,1,0.859858305
ripple,bull,06/10/2020,01/01/2022,1.2,1,0.859858305
ripple,bear,03/01/2018,15/03/2020,1.2,1,0.859858305
ripple,full,04/08/2013,03/01/2022,1.2,1,0.859858305
ripple,bull,06/10/2020,01/01/2022,1.1,1,0.859858305
ripple,bear,03/01/2018,15/03/2020,1.1,1,0.859858305
ripple,full,04/08/2013,03/01/2022,1.1,1,0.859858305
ripple,bull,06/10/2020,01/01/2022,1.0,1,0.859858305
ripple,bear,03/01/2018,15/03/2020,1.0,1,0.859858305
ripple,full,04/08/2013,03/01/2022,1.0,1,0.859858305
ripple,bull,06/10/2020,01/01/2022,0.9,1,0.859858305
ripple,bear,03/01/2018,15/03/2020,0.9,1,0.859858305
ripple,full,04/08/2013,03/01/2022,0.9,1,0.859858305
ripple,bull,06/10/2020,01/01/2022,0.8,1,0.859858305
ripple,bear,03/01/2018,15/03/2020,0.8,1,0.859858305
ripple,full,04/08/2013,03/01/2022,0.8,1,0.859858305
ripple,bull,06/10/2020,01/01/2022,0.75,1,0.859858305
ripple,bear,03/01/2018,15/03/2020,0.75,1,0.859858305
ripple,full,04/08/2013,03/01/2022,0.75,1,0.859858305
ripple,bull,06/10/2020,01/01/2022,0.65,1,0.859858305
ripple,bear,03/01/2018,15/03/2020,0.65,1,0.859858305
ripple,full,04/08/2013,03/01/2022,0.65,1,0.859858305
ripple,bull,06/10/2020,01/01/2022,1.35,3,0.859858305
ripple,bear,03/01/2018,15/03/2020,1.35,3,0.859858305
ripple,full,04/08/2013,03/01/2022,1.35,3,0.859858305
ripple,bull,06/10/2020,01/01/2022,1.25,3,0.859858305
ripple,bear,03/01/2018,15/03/2020,1.25,3,0.859858305
ripple,full,04/08/2013,03/01/2022,1.25,3,0.859858305
ripple,bull,06/10/2020,01/01/2022,1.2,3,0.859858305
ripple,bear,03/01/2018,15/03/2020,1.2,3,0.859858305
ripple,full,04/08/2013,03/01/2022,1.2,3,0.859858305
ripple,bull,06/10/2020,01/01/2022,1.1,3,0.859858305
ripple,bear,03/01/2018,15/03/2020,1.1,3,0.859858305
ripple,full,04/08/2013,03/01/2022,1.1,3,0.859858305
ripple,bull,06/10/2020,01/01/2022,1.0,3,0.859858305
ripple,bear,03/01/2018,15/03/2020,1.0,3,0.859858305
ripple,full,04/08/2013,03/01/2022,1.0,3,0.859858305
ripple,bull,06/10/2020,01/01/2022,0.9,3,0.859858305
ripple,bear,03/01/2018,15/03/2020,0.9,3,0.859858305
ripple,full,04/08/2013,03/01/2022,0.9,3,0.859858305
ripple,bull,06/10/2020,01/01/2022,0.8,3,0.859858305
ripple,bear,03/01/2018,15/03/2020,0.8,3,0.859858305
ripple,full,04/08/2013,03/01/2022,0.8,3,0.859858305
ripple,bull,06/10/2020,01/01/2022,0.75,3,0.859858305
ripple,bear,03/01/2018,15/03/2020,0.75,3,0.859858305
ripple,full,04/08/2013,03/01/2022,0.75,3,0.859858305
ripple,bull,06/10/2020,01/01/2022,0.65,3,0.859858305
ripple,bear,03/01/2018,15/03/2020,0.65,3,0.859858305
ripple,full,04/08/2013,03/01/2022,0.65,3,0.859858305
ripple,bull,06/10/2020,01/01/2022,1.35,7,0.859858305
ripple,bear,03/01/2018,15/03/2020,1.35,7,0.859858305
ripple,full,04/08/2013,03/01/2022,1.35,7,0.859858305
ripple,bull,06/10/2020,01/01/2022,1.25,7,0.859858305
ripple,bear,03/01/2018,15/03/2020,1.25,7,0.859858305
ripple,full,04/08/2013,03/01/2022,1.25,7,0.859858305
ripple,bull,06/10/2020,01/01/2022,1.2,7,0.859858305
ripple,bear,03/01/2018,15/03/2020,1.2,7,0.859858305
ripple,full,04/08/2013,03/01/2022,1.2,7,0.859858305
ripple,bull,06/10/2020,01/01/2022,1.1,7,0.859858305
ripple,bear,03/01/2018,15/03/2020,1.1,7,0.859858305
ripple,full,04/08/2013,03/01/2022,1.1,7,0.859858305
ripple,bull,06/10/2020,01/01/2022,1.0,7,0.859858305
ripple,bear,03/01/2018,15/03/2020,1.0,7,0.859858305
ripple,full,04/08/2013,03/01/2022,1.0,7,0.859858305
ripple,bull,06/10/2020,01/01/2022,0.9,7,0.859858305
ripple,bear,03/01/2018,15/03/2020,0.9,7,0.859858305
ripple,full,04/08/2013,03/01/2022,0.9,7,0.859858305
ripple,bull,06/10/2020,01/01/2022,0.8,7,0.859858305
ripple,bear,03/01/2018,15/03/2020,0.8,7,0.859858305
ripple,full,04/08/2013,03/01/2022,0.8,7,0.859858305
ripple,bull,06/10/2020,01/01/2022,0.75,7,0.859858305
ripple,bear,03/01/2018,15/03/2020,0.75,7,0.859858305
ripple,full,04/08/2013,03/01/2022,0.75,7,0.859858305
ripple,bull,06/10/2020,01/01/2022,0.65,7,0.859858305
ripple,bear,03/01/2018,15/03/2020,0.65,7,0.859858305
ripple,full,04/08/2013,03/01/2022,0.65,7,0.859858305
ripple,bull,06/10/2020,01/01/2022,1.35,14,0.859858305
ripple,bear,03/01/2018,15/03/2020,1.35,14,0.859858305
ripple,full,04/08/2013,03/01/2022,1.35,14,0.859858305
ripple,bull,06/10/2020,01/01/2022,1.25,14,0.859858305
ripple,bear,03/01/2018,15/03/2020,1.25,14,0.859858305
ripple,full,04/08/2013,03/01/2022,1.25,14,0.859858305
ripple,bull,06/10/2020,01/01/2022,1.2,14,0.859858305
ripple,bear,03/01/2018,15/03/2020,1.2,14,0.859858305
ripple,full,04/08/2013,03/01/2022,1.2,14,0.859858305
ripple,bull,06/10/2020,01/01/2022,1.1,14,0.859858305
ripple,bear,03/01/2018,15/03/2020,1.1,14,0.859858305
ripple,full,04/08/2013,03/01/2022,1.1,14,0.859858305
ripple,bull,06/10/2020,01/01/2022,1.0,14,0.859858305
ripple,bear,03/01/2018,15/03/2020,1.0,14,0.859858305
ripple,full,04/08/2013,03/01/2022,1.0,14,0.859858305
ripple,bull,06/10/2020,01/01/2022,0.9,14,0.859858305
ripple,bear,03/01/2018,15/03/2020,0.9,14,0.859858305
ripple,full,04/08/2013,03/01/2022,0.9,14,0.859858305
ripple,bull,06/10/2020,01/01/2022,0.8,14,0.859858305
ripple,bear,03/01/2018,15/03/2020,0.8,14,0.859858305
